Company,Contact Name,Title,Department,Direct Phone,Mobile Phone,Corporate Phone,Email,City,State,PostalCode,LastVerifiedDate,ConfidenceScore
No Company Match,,,,,,,,,Northland Choice		437 34th Ave S	Waite Park	MN	56387	320-252-4292		10 to 19	20,,,
,,,,,,,,,Northshore Mining Co	GAM; FRC; EGAM	10 Outer Dr	Silver Bay	MN	55614	218-827-2101		250 to 499	100,,,
,,,,,,,,,NORTHSHORE MINING CO		COUNTY ROAD 70	BABBITT	MN	55706					2123	Nonmetallic Mineral Mining and Quarrying	Yes	No	No	Bradley Beranek	0045M,,,
No Company Match,,,,,,,,,Northside Packing Of Georgia		3660 North Pkwy	Cumming	GA	30040	770-887-9775		5 to 9	2,,,
Electromedical,,,,,,,,,Northstar Imaging Inc		19875 S Diamond Lake Rd # 10	Rogers	MN	55374	763-463-5650		50 to 99	100,,,
No Company Match,,,,,,,,,NOURYON CHEMICALS LLC		909 MUELLER AVE	CHATTANOOGA	TN	37406					4552	Warehouse Clubs,,,
No Company Match,,,,,,,,,Novalis International	FRC	200 Munekata Dr Se	Dalton	GA	30721	706-529-7511		1 to 4	2,,,
,,,,,,,,,Novelis	FRC	1261 Willow Run Rd	Greensboro	GA	30642	706-453-2290		50 to 99	100,,,
,,,,,,,,,Novelis Global Research & Tech		1950 Vaughn Rd Nw # 100	KENNESAW	GA	30144	(404) 760-4000		100 to 249	100,,,
,,,,,,,,,NPAA		1801 Southern Street	Chattanooga	TN	37401	(423) 661-4727						Yes	No	No	Banton Price	475,,,
No Company Match,,,,,,,,,Nuss Truck & Equipment	FRC	9403 Westgate Blvd	Duluth	MN	55810	218-628-0333		10 to 19	20,,,
,,,,,,,,,Oglethorp Power Corp		624 Hawk Road	Franklin	GA	30217							Yes	No	No	Matthew Cannon	256,,,
No Company Match,,,,,,,,,Oil Rossee Co		227 N Main St	Swainsboro	GA	30401	478-237-4421		5 to 9	5,,,
,,,,,,,,,OLDCASTLE		100 CLOVER LN	TYRONE	GA	30290					3273	Cement and Concrete Product Manufacturing	Yes	No	No	Richard Esdaile	201,,,
No Company Match,,,,,,,,,Oldcastle Building Envelope		14117 Industrial Park Blvd Ne	Covington	GA	30014	770-385-1774		1 to 4	2,,,
,,,,,,,,,OLDCASTLE GLASS WAREHOUSE		5334 BARTHEL RD	ALBERTVILLE	MN	55301					3272	Glass and Glass Product Manufacturing	Yes	No	No	Peter Andrews	470,,,
,,,,,,,,,OLDCASTLE GMS		144 CASSVILLE RD	CARTERSVILLE	GA	30120	7703868894						Yes	Yes	Yes	Mason Ramsey	71,,,
No Company Match,,,,,,,,,Oldcastle Infrastructure	FRC	3000 New Mcever Rd Nw	Acworth	GA	30101	(770) 974-7322		10 to 19	1,,,
No Company Match,,,,,,,,,Oldcastle Lawn & Garden	FRC	24814 Ga Highway 83 N	Shady Dale	GA	31085	706-468-9109		50 to 99	40,,,
,,,,,,,,,Oldcastle Precast		4478 Greer Cir	Stone Mountain	GA	30083	470-235-4842		50 to 99	100,,,
,,,,,,,,,Oldcastle/GMS		1443 Battlecreek Rd	Jonesboro	GA	30236	770-478-8817						Yes	Yes	Yes	Chris Falcone	201,,,
,,,,,,,,,Olin Corp		2402 Doug Barnard Pkwy	Augusta	GA	30906	706-798-1510		50 to 99	100,,,
Transmission and Distribution	Yes	No	No	Adam Ramer	0002K,,,,,,,,,Olmsted Waste Energy		301 Silver Creek Rd Ne	Rochester	MN	55906			1 to 4	5,,,
,,,,,,,,,OSI Enviromental		300 Fayal Road	EVELETH	MN	55734	(800) 777-8542						Yes	No	No	Bradley Beranek	0045M,,,
No Company Match,,,,,,,,,Osi Environmental Inc	FRC	1530 Pine St Nw	Bemidji	MN	56601	218-751-2026		1 to 4	2,,,
No Company Match,,,,,,,,,Osi Environmental Inc	FRC	1000 Lund Blvd	Anoka	MN	55303	763-428-8775		20 to 49	40,,,
No Company Match,,,,,,,,,Osterman Propane		2260 Dogwood Industrial Cir Se	Conyers	GA	30013	678-210-4200		5 to 9	10,,,
,,,,,,,,,Owens Corning		2648 Wagener Rd	Aiken	SC	29801	803-643-2660		100 to 249	100,,,
,,,,,,,,,Owens Corning		7000 Mclarin Rd	Fairburn	GA	30213	(770) 964-9811		250 to 499	100,,,
No Company Match,,,,,,,,,Owens Corning		1901 49th Ave N	Minneapolis	MN	55430	612-522-3671		10 to 19	20,,,
No Company Match,,,,,,,,,Owens Corning - Asphalt		4775 Frederick Dr Sw	Atlanta	GA	30336	404-836-3512		250 to 499		2373	Highway,,,
,,,,,,,,,Owens Corning - Roofing		4795 Frederick Dr Sw	Atlanta	GA	30336	404-836-3512		100 to 249	100,,,
No Company Match,,,,,,,,,Owens Welding		2425 Helen Hwy	Cleveland	GA	30528	706-865-7982		10 to 19	2,,,
,,,,,,,,,P&G-Duracell Brand	KAM	502 Mouse Creek RD NW	CLEVELAND	TN	37312	(423) 478-6001						Yes	No	No	Scarlet Perez	475,,,
,,,,,,,,,Packaging Corp Of America		6479 Chupp Rd	Lithonia	GA	30058	678-323-7240		50 to 99	100,,,
,,,,,,,,,PACKAGING CORP OF AMERICA		5499 LANES RD	VALDOSTA	GA	31601							Yes	No	No	Tim Long	438,,,
,,,,,,,,,Pak-Lite Inc		550 Old Peachtree Rd NW	Suwanee	GA	30024	770-277-2388						Yes	No	No	Michael Joseph	258,,,
and Mining Machinery Manufacturing	Yes	No	No	Jacob Carlson	0032K,,,,,,,,,Pals		3735 1st Ave W	Willmar	MN	56201	320-235-8860		100 to 249	100,,,
,,,,,,,,,PARK CONSTRUCTION		30 81ST AVE NE	MINNEAPOLIS	MN	55432	763-786-9800				2379	Other Heavy and Civil Engineering Construction	Yes	No	No	Peter Andrews	470,,,
,,,,,,,,,Parker Hannifin Corp Quick	FRC	533 N Oak St	Grantsburg	WI	54840	715-463-2561		250 to 499	100,,,
,,,,,,,,,Parmalat		221 E Main St	Blue Ridge	GA	30513	770-632-6455				8114	Personal and Household Goods Repair and Maintenance	Yes	No	Yes	Landon Dixon	71,,,
,,,,,,,,,PATHFINDER Power Solutions		2865 Log Cabin Dr Southeast	SMYRNA	GA	30080	(888) 403-8407						Yes	Yes	No	Franco Palazzo	71,,,
No Company Match,,,,,,,,,Patton'S Inc		6709 Tribble St	Lithonia	GA	30058	770-484-9226		20 to 49	40,,,
,,,,,,,,,PAUL MUELLER PACKAGING SO		8920 TRANSPORT LN	OOLTEWAH	TN	37363	423-774-9512						Yes	No	Yes	Scarlet Perez	475,,,
,,,,,,,,,PCA		400 2nd St	International Falls	MN	56649	218-324-3520				5619	Other Support Services	Yes	No	No	Bradley Beranek	0045M,,,
,,,,,,,,,PCA		4300 Highway 55	Golden Valley	MN	55422	763-520-9044				3222	Converted Paper Product Manufacturing	Yes	No	No	Ashley Douglas	470,,,
,,,,,,,,,PCA		1821 MARSHALL ST.NE	MINNEAPOLIS	MN	55421					3222	Converted Paper Product Manufacturing	Yes	No	No	Peter Andrews	470,,,
,,,,,,,,,PECCO PALLET		6180 PURDUE DR SW	ATLANTA	GA	30336	914-653-3345						No	Yes	No	Taylor Piatt	0037K,,,
,,,,,,,,,Pelham Housing Authority		PRIMARY_ADDRESS_1	Pelham	GA	31779	229-294-8444				5313	Activities Related to Real Estate	Yes	No	Yes	Andrew Carlton	438,,,
,,,,,,,,,Penske Truck Leasing*La		3400 Weaver Way	Norcross	GA	30071	770-449-0545				7225	Restaurants and Other Eating Places	Yes	No	No	Joseph Paglia	258,,,
,,,,,,,,,PEPSI DISTRIBUTING		1644 ROCK MOUNTAIN BLVD	STONE MOUNTAIN	GA	30083					3121	Beverage Manufacturing	Yes	Yes	No	Lakeshia Jones	201,,,
,,,,,,,,,Perdue		240 Ga HWY 247	PERRY	GA	31069	(123) 456-7890				3116	Animal Slaughtering and Processing	Yes	No	No	Peyton James	0058P,,,
,,,,,,,,,PERDUE		101 HAROLD G CLARKE PKWY	FORSYTH	GA	31029							Yes	No	No	Peyton James	0058P,,,
No Company Match,,,,,,,,,Perdue Farms Inc	FRC	1155 Candler Rd	Gainesville	GA	30507	770-536-4232		5 to 9	2,,,
000+	3116	Animal Slaughtering and Processing	Yes	No	No	Peyton James	0058P,,,,,,,,,Perdue Farms Inc		250 Georgia Highway 247 Spur	PERRY	GA	31069	478-988-6000		1,,,
No Company Match,,,,,,,,,Performance Propane		1776 Highway 29 S	Newnan	GA	30263	770-227-4090		5 to 9	5,,,
No Company Match,,,,,,,,,Perkins Shibaura Engines Llc	FRC	325 Green Valley Rd	Griffin	GA	30224	770-233-5600		10 to 19	1,,,
,,,,,,,,,PFIZER PCH THERMACARE		1231 WYANDOTTE DR	ALBANY	GA	31705	229-349-9752						Yes	No	No	Andrew Carlton	438,,,
,,,,,,,,,PHILLIPS MEDISIZE METAL I		422 TECHNOLOGY DR	MENOMONIE	WI	54751					3329	Other Fabricated Metal Product Manufacturing	Yes	No	No	Tyler Lee	0016K,,,
No Company Match,,,,,,,,,Phillips Plastics		412 Red Cedar St	Menomonie	WI	54751	715-235-1439		10 to 19	40,,,
,,,,,,,,,Phillips Plastics Corp		705 Wisconsin Dr	New Richmond	WI	54017	715-246-7070		250 to 499	100,,,
,,,,,,,,,Phillips-Medisize		428 Technology Dr E	Menomonie	WI	54751	715-232-4700			1 - 1,,,
No Company Match,,,,,,,,,Phillips-Medisize		2930 Mondovi Rd	Eau Claire	WI	54701	715-339-2161		50 to 99	40,,,
,,,,,,,,,Phillips-Medisize		415 Red Cedar St	Menomonie	WI	54751	715-232-4800		500 to 999	100,,,
,,,,,,,,,Phillips-Medisize		2202 Carmichael Rd	HUDSON	WI	54016	715-245-4500		20 to 49		3391	Medical Equipment and Supplies Manufacturing	Yes	No	Yes	Christian Karalunas	0021M,,,
No Company Match,,,,,,,,,Piedmont Mining Llc		3241 Kings Mill Rd	Wrens	GA	30833	706-547-0771		20 to 49	40,,,
Street,,,,,,,,,Piedmont Paving Inc	FRC	1226 Highway 16 E	Newnan	GA	30263	678-673-6876		20 to 49	20,,,
,,,,,,,,,Pilgrims Athens Ga Feed Mill		130 Mill Dr	ATHENS	GA	30608	(706) 224-0176						Yes	No	No	Brett Johns	258,,,
,,,,,,,,,Pilgrims Athens Ga Hatchery		120 Mill Dr	ATHENS	GA	30608	(706) 549-6277						Yes	No	No	Brett Johns	258,,,
,,,,,,,,,Pilgrims Athens Georgia Debone		898 Baber St Athens	ATHENS	GA	30608	(706) 549-2810						Yes	No	No	Brett Johns	258,,,
,,,,,,,,,Pilgrims Commerce GA Feed Mill		1056 Highway 334	ATHENS	GA	30608	(706) 248-8524						Yes	No	No	Brett Johns	258,,,
,,,,,,,,,Pilgrims Commerce Ga Hatchery		4567 Maysville Rd	ATHENS	GA	30608	(706) 549-2810						Yes	No	No	Brett Johns	258,,,
,,,,,,,,,Pilgrim's Fresh Plantmike.moye@pilgrims.		113 McNeil Drive	DOUGLAS	GA	31533	(912) 384-4185				3116	Animal Slaughtering and Processing	Yes	No	No	Justin Spivey	220,,,
,,,,,,,,,Pilgrim's Live Hall		315 McNeil Street	DOUGLAS	GA	31533	(912) 383-3307						Yes	No	No	Justin Spivey	220,,,
,,,,,,,,,Pilgrim's Mill		1025 Ambrose Road	AMBROSE	GA	31512	(912) 384-6280				3116	Animal Slaughtering and Processing	Yes	No	No	Justin Spivey	220,,,
,,,,,,,,,Pilgrim's Pride		654 Univeter Road	CANTON	GA	30115	(678) 493-3000				3116	Animal Slaughtering and Processing	Yes	No	No	Landon Dixon	71,,,
,,,,,,,,,Pilgrim's Pride - Maintenance		851 Sauk River Road	COLD SPRING	MN	56320	(320) 685-3601				3116	Animal Slaughtering and Processing	Yes	No	No	Jacob Carlson	0032K,,,
No Company Match,,,,,,,,,Pilgrim'S Pride Corp		1 Waco School Rd	Waco	GA	30182	770-537-6424		20 to 49	10,,,
No Company Match,,,,,,,,,Pilgrim'S Pride Corp		616 Kingsbridge Rd	Carrollton	GA	30117	678-305-3101		20 to 49	2,,,
No Company Match,,,,,,,,,Pilgrim'S Pride Corp		195 Barr Ave	Bowdon	GA	30108	770-258-9728		10 to 19	5,,,
,,,,,,,,,Pilgrim's Pride Hatchery		3561 Athens Hwy	TALMO	GA	30575	(770) 287-9840						Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,Pilgrim's Truck Shop		315 McNeil Street	DOUGLAS	GA	31533	(912) 384-4185						Yes	No	No	Justin Spivey	220,,,
Heat Treating,,,,,,,,,Pioneer Metal Finishing	FRC; KAM	4800 Quebec Ave N	Minneapolis	MN	55428	612-588-0855		100 to 249	100,,,
,,,,,,,,,PJ FOOD DISTRIBUTION		PRIMARY_ADDRESS_1	ACWORTH	GA	30102	502-500-6384				7225	Restaurants and Other Eating Places	Yes	No	Yes	Kaitlin Cox	71,,,
,,,,,,,,,Plaisted Landscape Supply		11555 205th Ave Nw	Elk River	MN	55330	763-441-7111		100 to 249	100,,,
,,,,,,,,,PLATINUM TRAILER LEASING		449 LOWY DR	CHATSWORTH	GA	30705	706-229-1445						Yes	No	Yes	Scarlet Perez	475,,,
No Company Match,,,,,,,,,Pods		4210 Oakland Ave	Chattanooga	TN	37410	877-770-7637		5 to 9	2,,,
,,,,,,,,,POLAR SERVICE CENTERS		1615 DOUG BARNARD PKWY	AUGUSTA	GA	30906							Yes	No	No	Oscar Jessup	219,,,
No Company Match,,,,,,,,,Polar Service Ctr	FRC	16724 Clayton Ave E	Rosemount	MN	55068	651-437-4070		10 to 19	5,,,
,,,,,,,,,POLAR SERVICES		353 ODELL RD	GRIFFIN	GA	30224	(770) 412-8211				8111	Automotive Repair and Maintenance	Yes	No	No	Richard Esdaile	201,,,
,,,,,,,,,POLARIS INDUSTRIES INC		805 SEMINOLE AVE	OSCEOLA	WI	54020	763-542-0500				3369	Other Transportation Equipment Manufacturing	Yes	No	No	Briana Miller	0021M,,,
No Company Match,,,,,,,,,Polyone	KAM	8155 Cobb Ctr Dr NW	Kennesaw	GA	30152	770-590-3500				3252	Resin,,,
,,,,,,,,,POLYONE(P)CORPORATION	KAM	2900 SHAWNEE INDUSTRIAL WAY	SUWANEE	GA	30024					3261	Plastics Product Manufacturing	Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,Polyventive		1202 Dozier Street	Dalton	GA	30721	706-226-7028						Yes	No	No	Scarlet Perez	475,,,
Equipment,,,,,,,,,Ponsse North America Inc	FRC	2516 E Highway 2	Grand Rapids	MN	55744	218-327-0711		1 to 4	2,,,
,,,,,,,,,Potters Industries		2511 Newsprint Rd	Augusta	GA	30906	706-772-8456						Yes	No	No	Oscar Jessup	219,,,
,,,,,,,,,POWER & ENERGY SVC	FRC	1781 WESTFORK DR	LITHIA SPRINGS	GA	30122	770-739-9112		20 to 49	100,,,
No Company Match,,,,,,,,,PPG		4605A Coates Drive	FAIRBURN	GA	30213	(470) 369-9555				3255	Paint,,,
and Control Instruments Manufacturing	Yes	No	No	Kaitlin Cox	71,,,,,,,,,Ppg Aerospace		3330 Town Point Dr Nw	Kennesaw	GA	30144	412-434-3131		20 to 49		3345	Navigational,,,
,,,,,,,,,PPG Architectural Finishes Inc		4261 W White Rd	OAKWOOD	GA	30566	(770) 367-2030				4441	Building Material and Supplies Dealers	Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,Ppm		7777 Giant Tire Pkwy	Trenton	SC	29847	803-663-6700		1 to 4	1 - 1,,,
000+	3364	Aerospace Product and Parts Manufacturing	Yes	No	No	Matthew Sprouse	256,,,,,,,,,Pratt & Whitney Engine Svc		8801 Macon Rd	Midland	GA	31820	706-568-5900		1,,,
,,,,,,,,,Praxair Services Inc		2455 Rosegate	St Paul	MN	55113	651-633-6781		50 to 99	100,,,
No Company Match,,,,,,,,,PRECISION PULLEY INC	KAM	1735 HARDEMAN LN NE	CLEVELAND	TN	37312					4238	Machinery,,,
and Supplies Merchant Wholesalers	Yes	No	Yes	Taylor Piatt	0037K,,,,,,,,,Preferred Compounding Corp		101 Stoffel Dr	Tallapoosa	GA	30176	770-574-2321		100 to 249	100,,,
,,,,,,,,,PREFERRED FREEZER		737 DOUGLAS HILL RD	LITHIA SPRINGS	GA	30122	706-580-9673						Yes	No	Yes	Taylor Piatt	0037K,,,
,,,,,,,,,Premium Waters		2500 Olson Dr	Chippewa Falls	WI	54729	715-723-0872						Yes	Yes	No	Tyler Lee	0016K,,,
No Company Match,,,,,,,,,Premium Waters Inc		675 Thompson Dr	Douglas	GA	31535	912-393-3599		5 to 9	2,,,
,,,,,,,,,Premium Waters Inc	FRC	600 E Park Ave	Chippewa Falls	WI	54729	715-723-0872		100 to 249	100,,,
No Company Match,,,,,,,,,Primex Color Compounding		193 Commerce Pl	Jasper	TN	37347	423-942-9195		20 to 49	40,,,
,,,,,,,,,Primex Manufacturing	CMAM	1001 highway 212 E	Hector	MN	55342	(320) 583-1560					ALL OTHER MISCELLANEOUS MANUFACTURING	No	No	No	Jacob Carlson	0006K,,,
,,,,,,,,,Primex Plastics Corp	FRC	3435 Old Oakwood Rd	Oakwood	GA	30566	770-534-0223		100 to 249	100,,,
,,,,,,,,,PRINTPACK	KAM	5 BARBER INDUSTRIAL CT	VILLA RICA	GA	30180							Yes	No	No	Taylor Piatt	0037K,,,
,,,,,,,,,PRINTPACK INC	KAM	285 ANDREWS WAY	Villa Rica	GA	30180	770-459-1641				3222	Converted Paper Product Manufacturing	Yes	No	Yes	Taylor Piatt	0037K,,,
,,,,,,,,,Printpack Inc	KAM	297 Andrews Way	Villa Rica	GA	30180	770-459-1641		100 to 249	100,,,
,,,,,,,,,PRINTPACK INC	KAM	375 ANDREWS WAY	VILLA RICA	GA	30180							Yes	No	No	Taylor Piatt	0037K,,,
No Company Match,,,,,,,,,Pro Access Systems	FRC	2052 Airport Ct Se # A	Marietta	GA	30060	770-955-4422		1 to 4	2,,,
,,,,,,,,,PRODUCT TECHNOLOGIES INC		200 BIRCH AVE	MAPLE LAKE	MN	55358	320-963-3200						Yes	No	No	Jacob Carlson	0032K,,,
,,,,,,,,,Profile Products		719 Georgia Pacific Road	MONTICELLO	GA	31064	(678) 628-0518						Yes	No	No	Lakeshia Jones	201,,,
No Company Match,,,,,,,,,Proflame Gas		46 Young Harris St	Blairsville	GA	30512	706-745-6083		10 to 19	20,,,
,,,,,,,,,Progress Container & Display		635 Patrick Mill Rd Sw	Winder	GA	30680	678-425-2000		100 to 249	100,,,
Equipment,,,,,,,,,Progress Rail Svc		168 Fischer Rd	Jackson	SC	29831	803-471-9005		20 to 49	20,,,
No Company Match,,,,,,,,,Proliant Inc	FRC	1010 Kraft Dr Se	Melrose	MN	56352	320-256-2500		20 to 49	40,,,
,,,,,,,,,Protein Pilgrim's		1460 Thompson Drive	Douglas	GA	31533	(912) 286-6144						Yes	No	No	Justin Spivey	220,,,
No Company Match,,,,,,,,,Psi Engineering Llc		1800 E 122nd St	Burnsville	MN	55337	952-894-3150		10 to 19	40,,,
,,,,,,,,,PUBLIC WORKS		3801 CHANDLER DR	SAINT ANTHONY	MN	55421	612-782-3301						Yes	No	No	Peter Andrews	470,,,
,,,,,,,,,PUBLIC WORKS		4601 TOLEDO AVE N	ROBBINSDALE	MN	55422	763-537-4534						Yes	No	No	Ashley Douglas	470,,,
,,,,,,,,,PUBLIX ATL BKRY 15107100		PRIMARY_ADDRESS_1	ATLANTA	GA	30336	404-344-4500						Yes	No	No	Taylor Piatt	0037K,,,
,,,,,,,,,PUBLIX CAFETERIA		498 HURRICANE TRL	DACULA	GA	30019							Yes	No	No	Brett Johns	258,,,
,,,,,,,,,Publix Fresh Kitchen		445 Hurricane Trail Rd	Dacula	GA	30019	(863) 688-1188						Yes	No	No	Brett Johns	258,,,
000+	4239	Miscellaneous Durable Goods Merchant Wholesalers	Yes	No	No	Brett Johns	258,,,,,,,,,Publix Super Market	FRC	445 Hurricane Trl	Dacula	GA	30019	770-995-0073		1,,,
No Company Match,,,,,,,,,Pumping Systems Inc	FRC	5645 Peachtree Rd	Atlanta	GA	30341	770-458-9555		20 to 49	40,,,
,,,,,,,,,PURIS	CMAM	1864 311TH AVE	Dawson	MN	56232	(320) 769-2994				4244	Grocery and Related Product Merchant Wholesalers	Yes	No	No	Jacob Carlson	0006K,,,
Structure,,,,,,,,,Pyramid Masonry Contractors	FRC	2330 Mellon Ct	Decatur	GA	30035	770-987-4750		250 to 499	40,,,
,,,,,,,,,Qarbon Aerospace		90 Highway 22 W	Milledgeville	GA	31061	478-454-4221		500 to 999	100,,,
,,,,,,,,,QTS OPERATIONS SUPPORT CENTER	FRC; KAM	300 Satellite Blvd Nw	Suwanee	GA	30024	678-835-5000		100 to 249	100,,,
,,,,,,,,,Quad Graphics	KAM	100 Duplainville Rd	The Rock	GA	30285	706-648-5000				3231	Printing and Related Support Activities	Yes	No	No	Peyton James	0058P,,,
,,,,,,,,,QUAD GRAPHICS	KAM	1401 E HILL AVE	VALDOSTA	GA	31601					5414	Specialized Design Services	Yes	No	No	Tim Long	438,,,
,,,,,,,,,Quality Carriers		8466 Hiwassee Street	Charleston	TN	37310	(618) 512-7197						Yes	No	No	Scarlet Perez	475,,,
No Company Match,,,,,,,,,Quality Fabricating	FRC	39704 Broadway St	Emily	MN	56447	218-763-2726		5 to 9	1,,,
,,,,,,,,,Quality Ingredients	CMAM	14300 Rosemount Dr	Burnsville	MN	55306	952-898-4002		50 to 99	100,,,
,,,,,,,,,Quality Technology Svc Llc	KAM	1033 Jefferson St Nw # 103	Atlanta	GA	30318	404-817-9553		5 to 9		6211	Offices of Physicians	Yes	No	No	Ryan Burns	0037K,,,
,,,,,,,,,QUALTIY DISTRIBUTION		4367 OLD MCDONOUGH RD	CONLEY	GA	30288					8113	Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Main	Yes	Yes	No	Chris Falcone	201,,,
,,,,,,,,,Quikrete	FRC	2250 Stephenson Rd	Lithonia	GA	30058	770-482-7264		50 to 99	100,,,
and Supplies Merchant Wholesalers	Yes	No	No	Heather Forbes	201,,,,,,,,,Quincy Compressor		14500 Lochridge Blvd	Covington	GA	30014	678-625-4576		100 to 249	100,,,
No Company Match,,,,,,,,,R & D Maintenance Svc Inc		220 Clarks Hill Hwy	Clarks Hill	SC	29821	864-333-5142		20 to 49	10,,,
,,,,,,,,,R R Donnelley	FRC; KAM	18780 W 78th St	Chanhassen	MN	55317	952-937-9764		100 to 249	100,,,
,,,,,,,,,R R Donnelley	FRC	585 Hale Ave N	St Paul	MN	55128	651-702-2556		50 to 99	100,,,
,,,,,,,,,RABUN COUNTY SCHOOLS		385 WILDCAT PRIDE WAY	TIGER	GA	30576	706-982-0097						Yes	No	No	Michael Joseph	258,,,
Sewage and Other Systems	Yes	No	No	Kaitlin Cox	71,,,,,,,,,Rain For Rent		2330 Burnt Wood Dr Nw	Kennesaw	GA	30152	678-594-6601		20 to 49	40,,,
No Company Match,,,,,,,,,Rain For Rent		9550 156th Ave Nw	Elk River	MN	55330	763-323-2085		10 to 19	20,,,
No Company Match,,,,,,,,,Rapids Process Equipment		26489 Industrial Blvd	Cohasset	MN	55721	218-999-5100		5 to 9	10,,,
No Company Match,,,,,,,,,Rdo Agriculture Equipment Co	FRC	110 Linden St	Kindred	ND	58051	701-428-3693		20 to 49	10,,,
No Company Match,,,,,,,,,RDO Equipment		11030 Holly Ln N	Osseo	MN	55369	7632947820				3331	Agriculture,,,
Equipment,,,,,,,,,Rdo Equipment Co		12500 Dupont Ave S	Burnsville	MN	55337	952-890-8880		20 to 49	40,,,
,,,,,,,,,RDO EQUIPMENT-MOORHEAD		2900 MAIN AVE SE	MOORHEAD	MN	56560	701-526-2201						Yes	No	No	Jonathan Franklin	0034K,,,
,,,,,,,,,Ready Mix 5354		2 Pelican Drive	Chattanooga	TN	37401	(423) 892-6610						Yes	No	No	Banton Price	475,,,
No Company Match,,,,,,,,,Ready Mix Usa	FRC	415 Industrial Park Rd Ne	Cartersville	GA	30121	678-721-9369		10 to 19	20,,,
No Company Match,,,,,,,,,Ready Mix Usa	FRC	700 Seaboard Dr	Dallas	GA	30132	770-505-5454		10 to 19	20,,,
,,,,,,,,,READY MIX USA		PRIMARY_ADDRESS_1	Lawrenceville	GA	30046	770-963-6430				4441	Building Material and Supplies Dealers	Yes	No	No	Joseph Paglia	258,,,
,,,,,,,,,Ready Mix USA		2101 POPLAR ST	Opelika	AL	36804	(334) 745-0593						Yes	No	No	Matthew Sprouse	256,,,
,,,,,,,,,READY MIX USA		3561 PEACHTREE PKWY	SUWANEE	GA	30024							Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,READY MIX USA		6741 MCEVER RD	BUFORD	GA	30518							Yes	Yes	No	Joshua Bagley	0008M,,,
,,,,,,,,,Ready Mix,,,
,,,,,,,,,READY MIX-CEMEX		399 ARMOUR NE DR	ATLANTA	GA	30324	404-319-9090						Yes	No	Yes	Heather Forbes	201,,,
,,,,,,,,,Red Oak Sanitation		4415 canton highway	Cumming	GA	30040	(770) 781-9044						Yes	No	No	Andrew Bezek	0008M,,,
No Company Match,,,,,,,,,Red Oak Sanitation Inc		2 Ruby St	GAINESVILLE	GA	30501	770-536-7868		5 to 9	2,,,
No Company Match,,,,,,,,,Red Wing Chevrolet Buick Cad		2500 Highway 61 W	Red Wing	MN	55066	651-388-4777		20 to 49	20,,,
No Company Match,,,,,,,,,Redamix Usa	FRC	106 Bell Pkwy	WOODSTOCK	GA	30188	678-388-5800		5 to 9	10,,,
,,,,,,,,,Reeves Construction Co	KAM	5738 Columbia Rd	Grovetown	GA	30813	706-210-1082		1 to 4	1 - 1,,,
,,,,,,,,,Reeves Construction Co	FRC; KAM	1 Apac Industrial Way	Augusta	GA	30907	706-731-5230		50 to 99	100,,,
No Company Match,,,,,,,,,Regal Rexnord		W9919 Bauer Rd	Black River Fls	WI	54615	715-284-9801			1,,,
,,,,,,,,,REGENTS OF THE UNIVERSITY		1521 4th St SE	Minneapolis	MN	55455	612-624-3380						Yes	No	No	Robert Beerling	0021M,,,
,,,,,,,,,Rehrig Pacific Co	FRC; KAM; CMAM	1000 Raco Ct	Lawrenceville	GA	30046	770-339-9888		100 to 249	100,,,
,,,,,,,,,Reladyne		6030 HWY 85 806-808	Riverdale	GA	30274	(817) 602-5260						Yes	No	No	Chris Falcone	201,,,
No Company Match,,,,,,,,,RelaDyne - Sun Coast		625 5th St	Augusta	GA	30901	706-722-5321		20 to 49	40,,,
,,,,,,,,,Renewal By Andersen Llc	GAM; CMAM	9900 Jamaica Ave S	Cottage Grove	MN	55016	651-769-2210		250 to 499	100,,,
Scientific,,,,,,,,,Republic Services	FRC	967 Carl Bethlehem Rd	Winder	GA	30680	770-791-0081		5 to 9	2,,,
,,,,,,,,,Republic Services		75 Curtis Rd	Lawrenceville	GA	30046	770-339-9393		100 to 249	100,,,
No Company Match,,,,,,,,,Republic Services		700 40th Ave Ne	Sauk Rapids	MN	56379	320-252-9608		20 to 49	40,,,
,,,,,,,,,Republic Services	FRC	4325 66th St E	Inver Grove Hts	MN	55076	651-455-8634		100 to 249	100,,,
No Company Match,,,,,,,,,Republic Services		7100 Delta Cir	Austell	GA	30168	770-944-4963		50 to 99	1,,,
,,,,,,,,,Republic Services		2795 117 th St E	Inver Grove Heights	MN	55077	301-875-9383				4239	Miscellaneous Durable Goods Merchant Wholesalers	Yes	No	No	Timothy Litwin	754,,,
No Company Match,,,,,,,,,Republic Services	FRC	20 Hardwood Ridge Pkwy	Adairsville	GA	30103	706-235-8503		10 to 19	20,,,
,,,,,,,,,REPUBLIC SERVICES		105 BAILEY JESTER RD	GRIFFIN	GA	30224					5622	Waste Treatment and Disposal	Yes	No	No	Richard Esdaile	201,,,
No Company Match,,,,,,,,,Republic Services		1018 E 38th St	CHATTANOOGA	TN	37407	423-867-4650		1 to 4	2,,,
